id,year,date,species,breeding_site_lat,breeding_site_long,habitat_type,floor_level,hatch_date,clutch_size,brood_size,ring_number,body_mass_g,wing_length_mm,release_site_lat,release_site_long,DNSW,PSW1000,PSW2000,trafficvolume500,populationdensity500,trafficvolume1000,populationdensity1000,trafficvolume2000,populationdensity2000
26,2005,10.05.2005,mallard_duck,52.45043,13.5208992,courtyard,,09.05.2005,,5,,,,,,403.8297854,0,1,581.9936702,58.04803892,364.6646452,43.48653669,558.9531221,42.47605282
27,2005,10.05.2005,mallard_duck,52.497233800000004,13.421289122073444,unknown,,07.05.2005,,1,,,,,,137.756852,0,1,781.3955255,234.7678865,632.0681315,215.2875197,707.3232554,152.5786312
28,2005,10.05.2005,mallard_duck,52.45407,13.3169427,roof_terrace,,10.05.2005,8,8,JC8016,745,275,52.4518640,13.3092019,1315.716248,0,1,748.6760059,78.86615976,632.6181626,98.16263278,648.6597512,88.00774031
29,2005,11.05.2005,mallard_duck,52.5282795,13.2217349,balcony,,11.05.2005,11,10,JC52217,760,265,52.52105705418825,13.20955096,588.5620338,1,1,210.8897098,38.76889357,945.9933015,15.30929071,537.1190035,29.04448399
30,2005,11.05.2005,mallard_duck,52.4904111,13.356714100000001,courtyard,,11.05.2005,13,13,,890,267,,,1711.206004,0,1,737.9382846,202.388691,896.2720224,193.2393041,1317.254276,131.0808201
31,2005,11.05.2005,mallard_duck,52.50114805,13.421381601608674,courtyard,,11.05.2005,,5,JC52206,750,257,52.482672719805855,13.41168473,564.2819826,0,1,744.9933579,218.2745244,611.4219714,194.7673414,782.3210274,145.3515579
32,2005,11.05.2005,mallard_duck,52.4752962,13.3331035,roof_terrace,,11.05.2005,10,8,JC52211,760,260,52.48300422300499,13.34137464,3316.833051,0,0,711.7452243,159.6318628,1600.631791,152.4744997,1370.893874,137.5296993
33,2005,12.05.2005,mallard_duck,52.4886771,13.3028264,roof_terrace,,12.05.2005,9,9,JC44195,730,268,52.483803,13.315409,1345.737185,0,1,2722.376121,75.01717661,1839.818062,80.79529606,1339.834003,110.3033943
34,2005,12.05.2005,mallard_duck,52.5310044,13.4171394,courtyard,,12.05.2005,10,10,JC54569,760,255,52.5167235,13.20097191,1578.75829,0,1,706.2317755,163.4425864,775.863556,188.4475022,806.3437453,149.6061465
35,2005,12.05.2005,mallard_duck,52.5298392,13.4137697,balcony,,12.05.2005,9,9,JC52239,770,265,52.53967750865255,13.21322633,1324.908902,0,1,341.2845082,156.1725686,784.0901013,171.9336129,800.8268549,146.1246595
36,2005,13.05.2005,mallard_duck,52.5132378,13.4159972,courtyard,,,,7,,,,,,123.4076192,0,1,1299.178394,81.27985105,1219.054605,116.7515497,888.4052844,117.8987895
37,2005,13.05.2005,mallard_duck,52.5727007,13.2762313,roof_terrace,,12.05.2005,10,9,JC52232,800,264,52.569360085259525,13.29402247,579.1106162,1,1,45.66001899,55.01878199,100.630538,29.85700197,428.5162785,19.84169713
38,2005,13.05.2005,mallard_duck,52.51165425715081, 13.302695385059028,courtyard,,13.05.2005,,1,,,,,,752.8809708,1,1,1062.034166,216.6148772,1658.090336,200.9202141,1629.59139,128.5014674
39,2005,13.05.2005,mallard_duck,52.4117399,13.136164094962405,balcony,,,,4,,,,,,287.9649467,1,1,0,17.79757634,11.27789207,8.472203513,40.99526542,5.277843139
40,2005,13.05.2005,mallard_duck,52.5549011,13.451817,courtyard,,13.05.2005,,8,JC52197,800,256,52.554975,13.461614,640.0854531,1,1,534.3747889,72.06970778,354.8139688,87.98830123,484.4208913,74.06032788
41,2005,13.05.2005,mallard_duck,52.551179,13.2003435,roof_terrace,,13.05.2005,11,10,JC52177,780,264,52.56429364348083,13.19472457,933.2821614,0,1,179.7897403,102.9932238,159.6730485,93.51459466,226.9825506,65.286449
42,2005,14.05.2005,mallard_duck,52.5254076,13.4733903,balcony,,14.05.2005,9,9,JC54570,870,260,52.52876484054123,13.475766971322571,2527.778,0,0,909.8270225,130.9584286,747.0184311,136.8607954,669.5833954,123.4307558
43,2005,15.05.2005,mallard_duck,52.45720435,13.378077492329918,other,,15.05.2005,10,9,,,,,,490.0451559,0,1,593.6974879,173.0370009,744.9501279,105.8930557,801.1174369,62.05694796
44,2005,16.05.2005,mallard_duck,52.5239066,13.1941272,balcony,,16.05.2005,7,7,JC44220,800,255,52.5167227,13.20097183,466.9743404,1,1,229.4415708,145.0611736,560.8459611,82.97308622,571.3601904,52.45623241
45,2005,16.05.2005,mallard_duck,52.5205342,13.1976409,unknown,,,,,JC54571,,,52.58798807891691,13.31982311,475.7012157,1,1,585.6268468,164.7670561,584.2457348,73.55547318,538.8948409,44.70944826
46,2005,16.05.2005,mallard_duck,52.5549011,13.451817,courtyard,,16.05.2005,7,7,JC52195,730,262,52.55301869056121,13.45245605,640.0854531,1,1,534.3747889,72.06970778,354.8139688,87.98830123,484.4208913,74.06032788
47,2005,16.05.2005,mallard_duck,52.5914273,13.293024,courtyard,,16.05.2005,10,10,JC54572,800,254,52.60220618857616,13.2918154,813.8592787,1,1,366.2415683,67.57106519,404.5909522,58.03304289,381.3091028,33.14188336
48,2005,17.05.2005,mallard_duck,52.4258032,13.3723931,other,,17.05.2005,10,10,JC52241,860,264,52.43105578456103,13.35126037,2077.208191,0,0,412.2262081,35.08678529,452.9099636,40.31401769,356.1049633,48.76034478
49,2005,17.05.2005,mallard_duck,52.5426974,13.2059662,courtyard,,17.05.2005,9,8,JC52240,800,257,52.53967750865255,13.21322633,136.9455447,0,1,396.0307919,102.006443,507.0023207,72.62305663,434.3226725,63.97453669
50,2005,18.05.2005,mallard_duck,52.5121603,13.1988777,balcony,,18.05.2005,9,9,JC52231,830,253,52.51564357151139,13.21775839,91.59110088,1,1,819.2867694,32.62199259,557.3013027,32.80574801,396.7419489,30.83027347
51,2005,18.05.2005,mallard_duck,52.4830149,13.2655929,roof_terrace,,18.05.2005,11,10,JC52218,800,261,52.486540946408525,13.26846371,227.1874398,1,1,744.4826422,29.90113932,642.2618558,19.75103615,473.3519376,18.87695368
52,2005,18.05.2005,mallard_duck,52.5168393,13.195711863629576,balcony,,17.05.2005,,1,,,,,,330.684911,1,1,783.1747204,85.75064847,614.3329992,66.60174741,474.4347519,42.00619564
53,2005,18.05.2005,mallard_duck,52.5277836,13.3944783,courtyard,,18.05.2005,7,7,JC54573,740,262,52.524834,13.434358,584.7527483,0,1,633.0777344,167.9175837,532.6644159,120.7566028,788.4172963,101.7337848
54,2005,18.05.2005,mallard_duck,52.52515565,13.30075753176725,roof_terrace,,18.05.2005,11,3,JC8002,870,269,52.5255085,13.2875361,242.2848916,0,1,1256.518155,141.4024959,1709.859535,86.90595933,1292.498962,92.45379365
55,2005,18.05.2005,mallard_duck,52.5209099,13.1699495,unknown,,,,1,,,,,,1716.336812,0,1,479.841017,143.9149414,378.0896628,78.22419389,351.811849,53.69985862
56,2005,18.05.2005,mallard_duck,52.5232955,13.3058853,unknown,,,,2,,,,,,171.4669978,0,1,787.9271404,157.1004576,1133.858458,109.9862467,1364.073193,106.0906727
57,2005,19.05.2005,mallard_duck,52.492363600000004,13.437396241366564,balcony,,19.05.2005,6,6,JC54574,720,256,52.482672719805855,13.41168473,144.1870097,0,1,101.1135118,155.0159612,509.1016873,206.9092753,603.3107133,152.72347
58,2005,20.05.2005,mallard_duck,52.5399589,13.2890339,other,,20.05.2005,9,9,JC54575,800,271,52.548431515384145,13.30203957,552.3318127,1,1,157.0991884,56.20178788,431.0738651,54.88007589,769.5280483,32.71665234
59,2005,20.05.2005,mallard_duck,52.5172359,13.2809203,roof_terrace,,20.05.2005,9,9,JC52156,780,,52.5255085,13.2875361,1128.139984,0,1,1387.40681,74.67865473,1646.338035,96.73261573,1378.560332,80.55806573
60,2005,20.05.2005,mallard_duck,52.5172359,13.2809203,roof_terrace,,20.05.2005,9,9,,780,,,,1128.139984,0,1,1387.40681,74.67865473,1646.338035,96.73261573,1378.560332,80.55806573
61,2005,20.05.2005,mallard_duck,52.5549011,13.451817,courtyard,,16.05.2005,,1,,,,,,640.0854531,1,1,534.3747889,72.06970778,354.8139688,87.98830123,484.4208913,74.06032788
62,2005,21.05.2005,mallard_duck,52.5221665,13.358317,roof_terrace,,20.05.2005,9,9,JC54576,850,259,52.511349,13.363955,400.2625333,0,1,538.0327246,112.8310593,710.6167783,62.26047496,909.1849496,69.72435636
63,2005,23.05.2005,mallard_duck,52.5119666,13.1996697,roof_terrace,,23.05.2005,7,7,JC54578,810,271,52.51299823232783,13.19994865,92.61507672,1,1,821.7729525,30.59376465,553.3317513,30.34146495,396.4775096,29.91053083
64,2005,23.05.2005,mallard_duck,52.4678938,13.4925333,unknown,,,,9,,,,,,219.1342012,0,1,815.5994938,78.61688945,612.8079753,50.47032783,466.464237,45.0350719
65,2005,23.05.2005,mallard_duck,52.5289429,13.1936145,other,,,,1,,,,,,400.2955597,0,1,658.1089642,107.3713415,532.961649,78.06435581,587.6016916,59.63198999
66,2005,23.05.2005,mallard_duck,52.4867643,13.435859,roof_terrace,,23.05.2005,9,9,JC54577,760,265,52.484366,13.470665,299.9892639,0,1,778.7316816,253.1957564,553.1334704,236.6506885,552.882887,166.0574696
67,2005,24.05.2005,mallard_duck,52.5709061,13.3105107,balcony,,21.05.2005,11,11,JC54579,750,262,52.569360085259525,13.29402247,1061.88837,0,1,539.3488225,140.0532749,973.4114886,76.10342001,682.2655253,43.53184208
68,2005,24.05.2005,mallard_duck,52.507672,13.3149377,roof_terrace,,22.05.2005,9,7,JC54580,850,265,52.511349,13.363955,1195.19471,0,1,1081.092348,206.1624872,1216.656064,150.559963,1300.142584,133.84136
69,2005,24.05.2005,mallard_duck,52.5922502,13.2830596,balcony,,24.05.2005,9,9,JC54581,740,245,52.60220618857616,13.2918154,185.7012426,1,1,499.078125,53.70017957,459.3045095,49.66501323,391.639865,30.50182917
70,2005,25.05.2005,mallard_duck,52.5549011,13.451817,roof_terrace,,25.05.2005,9,9,JC52242,,253,52.554975,13.461614,640.0854531,1,1,534.3747889,72.06970778,354.8139688,87.98830123,484.4208913,74.06032788
71,2005,26.05.2005,mallard_duck,52.4948962,13.4610622,courtyard,,25.05.2005,10,10,,,,,,95.54296385,1,1,1229.382164,42.82964463,697.369583,61.69443261,550.8084505,99.04467917
72,2005,26.05.2005,mallard_duck,52.4883112,13.326205468169526,balcony,,26.05.2005,8,7,JC52243,755,263,52.48336487848901,13.315279878668527,2557.998333,0,0,689.1331505,187.8970088,1720.242465,168.0280368,1417.48963,142.782697
73,2005,27.05.2005,mallard_duck,52.4938725,13.4233286,courtyard,,27.05.2005,8,8,JC8013,720,262,52.482672719805855,13.41168473,128.4223196,0,1,511.1012658,260.7613786,650.6328904,217.3661628,599.5012757,159.3014414
74,2005,27.05.2005,mallard_duck,52.5181594,13.477218968422576,unknown,,,,1,,,,,,1964.030725,0,1,664.2811313,116.9309574,646.9046953,156.9349298,714.9121062,136.6394028
75,2005,28.05.2005,mallard_duck,52.447477,13.3396134,courtyard,,28.05.2005,9,9,JC54582,720,255,52.44798966968712,13.33376099,246.891273,0,1,446.4800759,130.3858983,478.4245492,90.86729234,565.4109941,80.86174849
76,2005,28.05.2005,mallard_duck,52.4889076,13.4388745,balcony,,28.05.2005,,4,JC54583,740,258,52.4845701,13.469999,44.63373174,0,1,382.8257016,199.8531401,429.6260847,216.9932082,594.1844734,158.7721439
77,2005,29.05.2005,mallard_duck,52.494770700000004,13.403075809087305,balcony,,28.05.2005,8,8,,,,,,201.717157,0,1,940.3211009,116.1076567,780.3388101,147.7698123,784.9713146,133.0259015
78,2005,30.05.2005,mallard_duck,52.4454065,13.5166111,courtyard,,30.05.2005,10,9,JC46005,725,253,52.45882381889049,13.47721826,1033.559781,0,1,129.7662447,20.60599985,516.4542913,38.72161164,609.7109599,37.91319769
79,2005,30.05.2005,mallard_duck,52.5453327,13.2246831,balcony,,29.05.2005,8,4,JC54584,750,253,52.5459720824189,13.22282701,83.32635969,0,1,130.6448618,38.3478171,273.6715891,33.59455663,363.3618149,41.27814731
80,2005,31.05.2005,mallard_duck,52.46266515,13.284637700469917,balcony,,31.05.2005,8,8,,,,,,1594.824364,0,1,498.9217134,18.24701352,408.1479,19.31243062,401.9603059,33.27751623
81,2005,31.05.2005,mallard_duck,52.5523034,13.2117555,balcony,,31.05.2005,8,8,,,,,,257.6585707,0,1,301.4516129,55.35236321,259.9734712,76.190348,223.1365434,53.81513343
82,2005,01.06.2005,mallard_duck,52.4644776,13.4252808,courtyard,,01.06.2005,9,9,JC26126,,278,52.45691513266545,13.42820998,871.8762698,0,1,1932.367145,129.278757,1476.094269,121.8383277,906.7896618,84.1171115
83,2005,01.06.2005,mallard_duck,52.5056031,13.3655032,balcony,,31.05.2005,6,6,JC52244,,257,52.511349,13.363955,32.22184229,0,1,1171.331365,56.33466816,1309.079384,65.56249956,1050.515237,80.15658579
84,2005,02.06.2005,mallard_duck,52.535125449999995,13.302026143900138,balcony,,02.06.2005,,5,,,,,,97.58338313,0,1,1791.603859,69.3113387,1584.1185,50.54843103,965.5683712,48.01394476
85,2005,02.06.2005,mallard_duck,52.5543914,13.3877257,courtyard,,,,5,JC54587,860,250,52.57044066862271,13.39496095,2011.776509,0,0,243.5204728,216.7478236,470.4169985,154.9180998,569.0215322,146.4568794
86,2005,02.06.2005,mallard_duck,52.4713702,13.3185486,roof_terrace,,02.06.2005,7,7,JC54586,820,262,52.48336487848901,13.315279878668527,2837.628376,0,0,744.9267392,189.0740525,653.8578736,158.9113816,1098.718548,114.9681757
87,2005,03.06.2005,mallard_duck,52.50319185,13.263581069142571,roof_terrace,,,,4,JC54588,800,258,52.490854505109546,13.23421175,1406.863577,0,1,493.7093097,19.35068861,405.8428922,21.44237387,884.1108144,38.5143256
88,2005,03.06.2005,mallard_duck,52.5002971,13.298017,balcony,,03.06.2005,8,8,JC54590,830,253,52.5082545,13.2895816,684.7082875,1,1,472.125,178.6393396,2376.184027,158.432514,1653.858606,122.9546798
89,2005,03.06.2005,mallard_duck,52.56554835,13.393874238658569,courtyard,,02.06.2005,,5,JC54589,740,259,52.563636,13.362124,2121.20779,0,0,387.0016888,146.1312093,329.8314387,105.3504698,319.7919996,114.6579522
90,2005,06.06.2005,mallard_duck,52.5454438,13.2002161,courtyard,,03.06.2005,8,7,JC54592,790,259,52.53967750865255,13.21322633,609.1454137,0,1,267.1007278,142.7266799,360.0993802,96.30984905,378.560509,65.01659587
91,2005,06.06.2005,mallard_duck,52.5082659,13.218324,roof_terrace,,04.06.2005,8,8,JC54591,830,259,52.50133576276549,13.20864047,259.8349181,1,1,655.7753616,32.11403701,353.8728074,13.66474886,308.951252,13.56595518
92,2005,08.06.2005,mallard_duck,52.4319132,13.528025535734628,roof_terrace,,06.06.2005,12,4,JC26127,800,269,52.42586036001257,13.53172057,638.9880527,0,1,404.5443038,32.3622086,736.3134348,13.6600463,542.4359779,29.66418937
93,2005,09.06.2005,mallard_duck,52.5071925,13.5114556,courtyard,,09.06.2005,8,8,JC54594,810,265,52.50081324618389,13.50484786,2291.686992,0,0,1391.803085,146.7250566,804.8698737,115.4671128,481.6002676,78.01762526
94,2005,10.06.2005,mallard_duck,52.5204378,13.1943467,roof_terrace,,10.06.2005,6,6,,,,,,604.736056,1,1,476.7447796,140.4184578,577.5160363,74.32782677,504.8823654,47.70440208
95,2005,10.06.2005,mallard_duck,52.5423228,13.2032088,courtyard,,10.06.2005,9,9,JC54597,830,258,52.53967750865255,13.21322633,319.5060404,0,1,445.7165454,100.4182371,407.208007,80.94858853,433.46087,62.48317134
96,2005,10.06.2005,mallard_duck,52.5237111,13.1956696,courtyard,,10.06.2005,9,9,JC54557,820,278,52.5167229,13.20097185,378.2608036,1,1,217.7814081,159.5625775,592.7103008,81.12123081,574.499644,50.38171425
97,2005,10.06.2005,mallard_duck,52.6088294,13.3237599,roof_terrace,,10.06.2005,10,10,JC54598,790,261,52.60220618857616,13.2918154,469.3971268,1,1,160.2649916,48.27764958,190.6636249,50.56532457,170.785057,37.35997421
98,2005,10.06.2005,mallard_duck,52.5986089,13.3517788,courtyard,,10.06.2005,11,11,JC52228,870,268,52.58762043609927,13.33273271,2274.31842,0,0,123.4629981,133.4934286,87.16885959,117.1982327,171.0183596,59.47631879
99,2005,10.06.2005,mallard_duck,52.4986368,13.3229564,courtyard,,10.06.2005,9,9,JC54593,830,258,52.5082545,13.2895816,1626.043509,0,1,1056.945259,147.3301612,1152.602073,154.2035711,1367.781121,138.1630859
100,2005,10.06.2005,mallard_duck,52.417885,13.30699135,courtyard,,10.06.2005,7,7,JC54596,820,256,52.41949464973845,13.30268913,327.1462618,0,1,0,54.8172708,26.623826,54.97299777,161.5111316,43.66173195
101,2005,10.06.2005,mallard_duck,52.4432528,13.5835648,balcony,,10.06.2005,7,7,JC26129,850,,52.44400423661096,13.621690113158246,133.7243608,0,1,114.7656052,111.7537282,172.9477765,61.83405484,211.4619259,44.70005278
102,2005,10.06.2005,mallard_duck,52.4483836,13.400611120195087,courtyard,,10.06.2005,7,7,JC54595,750,254,52.44282738072945,13.38963899,938.2551682,0,1,461.2203604,51.34263492,453.6847241,41.48309054,454.4349279,50.62830706
103,2005,12.06.2005,mallard_duck,52.5493196,13.4487412,balcony,,12.06.2005,9,9,JC54599,840,245,52.554975,13.461614,979.5733381,1,1,366.4748945,128.4501606,472.0013453,113.8219149,550.1530702,90.65417193
104,2005,13.06.2005,mallard_duck,52.49626625,13.417841581568391,balcony,,13.06.2005,9,9,JC54600,810,255,52.49080291450549,13.43836378,31.13623165,0,1,704.1017092,217.906905,695.1517141,206.289558,721.1744299,153.6689931
105,2005,14.06.2005,mallard_duck,52.5467148,13.1905143,balcony,,13.06.2005,,3,,,,,,1270.028603,0,1,109.7104902,102.5667577,267.4312077,107.0793005,271.9676913,63.56029684
106,2005,14.06.2005,mallard_duck,52.5467148,13.1905143,balcony,,13.06.2005,,3,,,,,,1270.028603,0,1,109.7104902,102.5667577,267.4312077,107.0793005,271.9676913,63.56029684
107,2005,14.06.2005,mallard_duck,52.5467148,13.1905143,balcony,,13.06.2005,,3,,,,,,1270.028603,0,1,109.7104902,102.5667577,267.4312077,107.0793005,271.9676913,63.56029684
108,2005,14.06.2005,mallard_duck,52.445546449999995,13.315763152506806,courtyard,,14.06.2005,8,8,JC26151,890,261,52.44798966968712,13.33376099,677.4121635,0,1,544.2432233,104.8921896,503.7701865,80.93099222,536.6953423,71.4367074
109,2005,15.06.2005,mallard_duck,52.5922037,13.410088,balcony,,14.06.2005,8,8,JC26152,880,257,52.53967750865255,13.21322633,4427.12849,0,0,179.9985241,43.9604599,178.460561,39.4592094,170.9791799,40.8516486
110,2005,15.06.2005,mallard_duck,52.4775386,13.3114674,courtyard,,15.06.2005,6,6,JC26153,710,265,52.483803,13.315409,2080.831374,0,0,1086.385719,72.93241878,1288.809717,102.1565842,1169.930216,112.0469664
111,2005,16.06.2005,mallard_duck,52.4454164,13.575234595589743,balcony,,15.06.2005,,1,,,,,,135.8658833,0,1,147.276062,60.51860649,308.7096834,75.7697973,364.7117842,47.99294744
112,2005,17.06.2005,mallard_duck,52.588454,13.2819082,balcony,,16.06.2005,,3,JC26154,710,264,52.60220618857616,13.2918154,277.8558079,1,1,835.3257799,115.1236779,620.2951957,47.50506941,399.1425831,31.55564717
113,2005,18.06.2005,mallard_duck,52.4948152,13.398004,roof_terrace,,18.06.2005,8,8,JC26155,790,265,52.482672719805855,13.41168473,266.073099,0,1,1289.659846,140.0591937,955.5060123,148.1357358,807.6152016,122.4913159
114,2005,18.06.2005,mallard_duck,52.5914054,13.2928109,courtyard,,16.06.2005,8,8,JC46032,940,266,52.597773208220545,13.30929039,799.3097485,1,1,364.2522675,67.73123845,408.6619102,58.21957964,380.5666139,33.12729299
115,2005,19.06.2005,mallard_duck,52.434959,13.3332311,balcony,,19.06.2005,15,15,JC26156,860,269,52.5167223,13.20097179,910.4992468,0,1,521.5216841,61.12234094,366.1359021,69.6959385,413.4356305,70.52556241
116,2005,20.06.2005,mallard_duck,52.4403834,13.300978921469587,courtyard,,20.06.2005,9,9,JC26158,860,266,52.44798966968712,13.33376099,1207.148514,0,1,143.3292554,63.55912501,304.9015369,64.78116849,450.0398486,53.05733091
117,2005,20.06.2005,mallard_duck,52.43739825,13.459393787861796,roof_terrace,,20.06.2005,8,8,JC43378,820,263,52.52876484054123,13.475766971322571,1241.416029,0,1,579.050343,61.79529466,471.9712515,71.57076721,445.2726156,55.61356164
118,2005,20.06.2005,mallard_duck,52.4425932,13.4565128,balcony,,20.06.2005,9,4,JC26157,,269,52.45882381889049,13.47721826,913.0543927,0,1,643.9709137,97.29205089,521.704893,58.26434552,605.2273354,48.23833247
119,2005,21.06.2005,mallard_duck,52.5899235,13.279228,balcony,,21.06.2005,8,8,JC26159,770,256,52.60220618857616,13.2918154,76.95011058,1,1,748.1432792,92.07661937,531.1045315,42.08475539,396.5580719,30.224012
120,2005,21.06.2005,mallard_duck,52.5910881,13.3105229,roof_terrace,,20.06.2005,8,8,,,,,,1998.234534,0,1,168.6110818,16.62313564,257.1258474,28.7486789,411.1267017,41.43546091
121,2005,21.06.2005,mallard_duck,52.5130675,13.2724753,other,,21.06.2005,10,10,JC26160,930,262,52.5082545,13.2895816,1151.07592,0,1,661.3650543,90.4559147,814.0000527,72.22255839,1190.290484,60.99375925
122,2005,21.06.2005,mallard_duck,52.5871703,13.2870408,courtyard,,20.06.2005,,1,,,,,,581.4958307,1,1,1004.9023,94.16185496,741.9666922,62.43405374,417.7438938,33.69699784
123,2005,22.06.2005,mallard_duck,52.6362511,13.265027,roof_terrace,,21.06.2005,9,8,,,,,,3120.70433,0,0,0,30.88376525,0,28.68232575,3.184229564,17.75697034
124,2005,22.06.2005,mallard_duck,52.505938,13.3440988,courtyard,,22.06.2005,,5,,,,,,253.0730987,1,1,791.9630059,64.31719194,1393.914773,66.05395043,1028.337171,100.7528559
125,2005,22.06.2005,mallard_duck,52.5017555,13.3495852,unknown,,,,1,,,,,,464.3968825,0,1,1797.173198,142.1844732,1168.164703,126.0794588,1034.200496,103.610356
